Source:,http://hfrportal.moh.go.tz/index.php?r=facilities/BedCapacity,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Bed Capacity for operating facility As of 05-08-2021 16:19:42,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Facility Number,Facility Name,Latitude,Longitude,Common Name,Region,District,Council,Ward,Village/Street,Facility Type,Operating Status,Ownership,Date Opened,Official Phone Number,Available Bed
104299-3,Mapili,-11.04812,39.34164,,Mtwara Region,Masasi District,Masasi DC,Chikolopola,Mapili,Dispensary,,Public,,,
110093-2,Mapili,-6.7976,32.1253,Mapili Dispensary,Katavi Region,Mlele District,Mlele DC,Ilela,Mapili,Dispensary,,Public,07-01-13,,4
113004-6,Mapili,-6.8251,39.315456,,Dar es Salaam Region,Kigamboni District,Kigamboni MC,Kigamboni,,Level IA2 (Dispensary Laboratory),,Private,,,
110368-8,Mapili,-11.0483,39.364159,,Mtwara Region,Newala District,Newala TC,Nanguruwe,Mapili,Dispensary,Foundation,Public,01-04-16,,
114258-7,Mapilinga,-2.789055,33.051673,,Mwanza Region,Misungwi District,Misungwi DC,Igokelo,Mapilinga,Dispensary,Foundation,Public,,,
104300-9,Mapinduzi,-6.24826,35.9167,Mapinduzi,Dodoma Region,Dodoma District,Dodoma MC,Ng'hong'honha,Mapinduzi,Dispensary,,Public,,,1
104301-7,Mapinga,-6.589316,39.060756,Mapinga Disp,Pwani Region,Bagamoyo District,Bagamoyo DC,Kerege,Mapinga,Dispensary,,Public,12-06-04,,14
104302-5,Mapipili,-10.802,34.9114,,Ruvuma Region,Mbinga District,Mbinga DC,Kitumbalomo,Mapipili,Dispensary,,Public,01-01-70,,
110987-5,Mapogolo,,,,Iringa Region,Mufindi District,Mufindi DC,Igombavu,Mapogoro,Dispensary,Foundation,Public,,,
109690-8,Mapogoro,-8.329502,34.709611,Mapogoro Dispensary,Mbeya Region,Mbarali District,Mbarali DC,Miyombweni,Mapogoro,Dispensary,,Public,01-01-70,,
104304-1,Mapogoro,-9.83282,34.60733,Mapogoro,Njombe Region,Ludewa District,Ludewa DC,Milo,Mapogolo,Dispensary,,Public,,,1
104306-6,Mapogoro,-8.81484,34.20214,Mapogoro Health Centre,Mbeya Region,Mbarali District,Mbarali DC,Mapogoro,Madabaga,Health Center,,Public,07-12-12,,2
111756-3,Mapogoro,,,Mapogolo,Songwe Region,Ileje District,Ileje DC,Mbebe,Mapogoro,Dispensary,Foundation,Public,,,
104303-3,Mapogoro,-7.81604,35.12852,Mapogoro,Iringa Region,Iringa District,Iringa DC,Idodi,Mapogoro,Dispensary,,Public,06-12-06,262702828,5
115366-7,Mapogoro,-8.786127,33.195518,mapogoro,Mbeya Region,Mbeya District,Mbeya DC,Mshewe,Mapogoro,Dispensary,Foundation,Public,01-01-70,,
109164-4,Mapogoro,-8.427121,33.446473,,Mbeya Region,Chunya District,Chunya DC,Chokaa,Mapogoro,Dispensary,,Public,01-01-70,,
104307-4,Mapojoni,-5.247573,38.966429,Mapojoni,Tanga Region,Tanga District,Tanga CC,Kirare,Mapojoni,Dispensary,,Public,,,2
104308-2,Maposeni,-10.58048,35.43115,Maposeni,Ruvuma Region,Songea District,Songea DC,Maposeni,Maposeni,Dispensary,,Public,01-01-70,,
114314-8,Mapunda,,,,Dar es Salaam Region,Ilala District,Ilala MC,Tabata,Tabata,Level IA2 (Dispensary Laboratory),,Private,,655969940,
110365-4,Maputi,-10.65191,39.33435,,Mtwara Region,Newala District,Newala DC,Maputi,,Dispensary,,Public,10-08-14,,
111528-6,Mara,-6.89161,39.2957,Mara,Dar es Salaam Region,Temeke District,Temeke MC,Kijichi,Mgeninani,Health Center,,Private,10-10-16,,
104309-0,Maramba,-4.86975,38.8023,Maramba,Tanga Region,Mkinga District,Mkinga DC,Maramba,Maramba A,Health Center,,Public,01-01-70,272977200,64
104310-8,Maramba JKT,Not Set,Not Set,Maramba JKT,Tanga Region,Mkinga District,Mkinga DC,Maramba,Maramba A,Dispensary,,Public,08-12-82,,16
104311-6,Marambeka,-1.87716,34.0493,,Mara Region,Bunda District,Bunda DC,Ketare,Marambeka,Dispensary,,Public,,,
104312-4,Marambo,-10.212339,38.752613,Marambo,Lindi Region,Nachingwea District,Nachingwea DC,Marambo,Marambo,Health Center,,Public,01-01-70,,8
109791-4,Maranatha,-8.91104,33.4643,Ebenezer,Mbeya Region,Mbeya District,Mbeya CC,Ruanda,Kabwe,Dispensary,,Private,09-01-12,,4
112055-9,Maranatha,-8.9107,33.45813,Maranatha Hospitali,Mbeya Region,Mbeya District,Mbeya CC,Maanga,Ndongole,Hospital at District Level,,Private,06-11-18,764602228,24
109447-3,Maranatha,-2.96286,33.34191,Maranatha,Mwanza Region,Kwimba District,Kwimba DC,Ngudu,Ngumo,Level IA2 (Dispensary Laboratory),,Private,,754017897,
104315-7,Marangu,-3.281649,37.518874,Marangu HQ,Kilimanjaro Region,Moshi District,Moshi DC,Marangu Mashariki,Arisi,Hospital at District Level,,Private,07-01-50,,80
104313-2,Marangu HQ,-3.30329,37.52591,Head quarter,Kilimanjaro Region,Moshi District,Moshi DC,Marangu Mashariki,Samanga,Dispensary,,Public,,272754957,
110445-4,Maranje,-10.557855,39.996269,Maranje,Mtwara Region,Mtwara District,Nanyamba TC,Mtiniko,Maranje,Dispensary,,Public,11-01-18,,
114969-9,Marasomoche,,,Marasomoche Dispensary,Mara Region,Serengeti District,Serengeti DC,Nyansurura,Marasomoche,Dispensary,Foundation,Public,04-01-17,,
104316-5,Maratani,-10.953884,38.62314,MARATANI,Mtwara Region,Nanyumbu District,Nanyumbu DC,Maratani,Maratani,Dispensary,,Public,,,2
112375-1,Marendego,-8.929752000000001,39.515791,Marendego Dislensary,Lindi Region,Kilwa District,Kilwa DC,Kinjumbi,Marendego,Dispensary,,Public,09-10-18,784900528,2
104317-3,Marera,-4.185471,34.884491,,Singida Region,Mkalama District,Mkalama DC,Mwanga,Marera,Dispensary,,Public,,,1
113937-7,Marera,,,Marera,Arusha Region,Karatu District,Karatu DC,Ganako,Ayalabe,Dispensary,,Public,01-01-70,,
104318-1,Maretadu,-4.14812,35.21457,Maretadu,Manyara Region,Mbulu District,Mbulu DC,Maretadu,Maretadu Juu,Dispensary,,Public,01-01-70,,2
111320-8,Maretadu Chini,-4.181396,35.191128,,Manyara Region,Mbulu District,Mbulu DC,Maretadu,Maretadu Chini,Dispensary,,Private,01-01-70,,1
104319-9,Mareu,-3.325495,36.996531,Mareu,Arusha Region,Arumeru District,Meru DC,King'ori,Oldonyangiro,Health Center,,Public,07-01-12,nil,2
111813-2,Margakan,-4.20283,35.74792,Margakan,Manyara Region,Babati District,Babati TC,Bagara,Mjimpya,Dispensary,,Private,01-06-17,,4
104320-7,Maria,-6.91616,39.2725,,Dar es Salaam Region,Temeke District,Temeke MC,Toangoma,Kongowe,Dispensary,,Private,,,
111680-5,Maria Consolata,-9.355917,34.782733,consolata dispensary,Njombe Region,Njombe District,Njombe TC,Mjimwema,,Maternity and Nursing Home,,Private,01-01-70,759283762,4
104321-5,Maria de Mathias,-5.74776,34.8419,,Singida Region,Manyoni District,Manyoni DC,Manyoni,,Dispensary,,Private,,,
104323-1,Mariam Consolatha,-7.71047,38.9418,Mariam Consolata,Pwani Region,Rufiji District,Kibiti DC,Kibiti,,Dispensary,,Private,01-01-70,,6
104336-3,Marie Stopes,-3.34511,35.6789,,Arusha Region,Karatu District,Karatu DC,Karatu,Karatu Mjini,Dispensary,,Private,,,
104330-6,Marie Stopes,-7.78037,35.67723,Marie stopes,Iringa Region,Iringa District,Iringa MC,Mwangata,Mwangata 'A',Dispensary,,Private,01-01-70,767160096,6
104331-4,Marie Stopes,-3.375013,36.684394,Marie Stopes,Arusha Region,Arusha District,Arusha CC,Levolosi,Majengo,Dispensary,,Private,04-08-93,767160090,7
109425-9,Marie stopes,-2.58831,32.92136,Marie Stopes,Mwanza Region,Nyamagana District,Nyamagana MC,Butimba,Ziwa,Dispensary,,Private,01-01-70,767160093,4
104345-4,Marie Stopes,-8.914429999999999,33.46997,Marie Stopes,Mbeya Region,Mbeya District,Mbeya CC,Iyela,Block T,Dispensary,,Private,07-05-07,,4
104333-0,Marie Stopes,-4.06486,37.7353,,Kilimanjaro Region,Same District,Same DC,Same,Ujamaa,Dispensary,,Private,,,
104324-9,Marie Stopes,-3.18138,36.2666,,Arusha Region,Monduli District,Monduli DC,Monduli Mjini,Sinoni kati,Dispensary,,Private,,,
104325-6,Marie Stopes,,,Mawenzi,Dar es Salaam Region,Ilala District,Ilala MC,Tabata,,Dispensary,,Private,,,
104326-4,Marie Stopes,-8.857900000000001,34.82372,Marie stopes dispensary,Njombe Region,Njombe District,Makambako TC,Mwembetogwa,Mwembetogwa,Dispensary,,Private,,,
104327-2,Marie Stopes,-3.82921,32.60284,Marie,Shinyanga Region,Kahama District,Kahama TC,Majengo,Majengo,Dispensary,,Private,07-04-07,,5
104335-5,Marie Stopes,-1.504298,33.797144,Marie Stopes Tanzania- Musoma,Mara Region,Musoma District,Musoma MC,Kamunyonge,Biafra,Dispensary,,Private,06-01-06,,4
104339-7,Marie Stopes Kimara,-6.79023,39.18167,Marie Stopes Kimara,Dar es Salaam Region,Ubungo District,Ubungo MC,Kimara,Baruti,Dispensary,,Private,01-01-70,767170083,6
104341-3,Marie Stopes Mabibo,-6.80503,39.2297,Marie Stope Mabibo,Dar es Salaam Region,Ubungo District,Ubungo MC,Mabibo,Mabibo,Dispensary,,Private,01-01-70,767160089,4
104343-9,Marie Stopes Mwenge,-6.77311,39.23469,Marie Stopes Mwenge,Dar es Salaam Region,Kinondoni District,Kinondoni MC,Kijitonyama,Mwenge,Hospital at District Level,,Private,10-02-07,,
104346-2,Marie Stopes Temeke,-6.850386,39.261012,,Dar es Salaam Region,Temeke District,Temeke MC,Temeke,Temeke,Dispensary,,Private,01-01-70,767160082,4
104347-0,Marimbani,-7.93291,39.72,Marimbani,Pwani Region,Mafia District,Mafia DC,Kiegeani,Malimbani,Dispensary,,Public,02-01-00,,
104348-8,Marindi RC,-4.14777,37.9136,,Kilimanjaro Region,Same District,Same DC,Mshewa,Goma,Dispensary,,Private,,,
112812-3,Marineroyal,,,,Mwanza Region,Sengerema District,Sengerema DC,Kasenyi,Kasenyi,Dispensary,,Private,06-04-18,,
110722-6,Marise,-6.79895,39.22557,Marise,Dar es Salaam Region,Ubungo District,Ubungo MC,Manzese,Midizini,Dispensary,,Private,06-05-12,713252394,4
104350-4,Mariwanda,-1.97528,34.1439,Mariwanda,Mara Region,Bunda District,Bunda DC,Hunyari,Mariwanda,Dispensary,,Public,01-01-70,2552826536,
104352-0,Marogoro,-7.09228,39.3757,,Pwani Region,Mkuranga District,Mkuranga DC,Vianzi,Marogoro,Dispensary,,Public,,,
104353-8,Maroroni,-3.43696,36.9102,Maroroni,Arusha Region,Arumeru District,Meru DC,Maroroni,Maroroni,Dispensary,,Public,07-01-93,,4
104354-6,Mart Buguruni,-6.83586,39.24519,Mart,Dar es Salaam Region,Ilala District,Ilala MC,Buguruni,Malapa,Health Center,,Private,01-01-70,2860757,8
104356-1,Marui,-7.36529,38.77342,marui mipera,Pwani Region,Kisarawe District,Kisarawe DC,Marui,Marui Mipera,Dispensary,,Public,06-01-92,,1
104357-9,Maruku,-6.8522,39.25393,,Dar es Salaam Region,Temeke District,Temeke MC,Temeke,Njaro,Dispensary,,Private,,,
104358-7,Maruku,-1.40635,31.7931,Maruku Health Center,Kagera Region,Bukoba District,Bukoba DC,Maruku,Maruku,Health Center,,Public,01-01-70,282220287,30
112624-2,Maruku Modern,-6.80488,39.20415,,Dar es Salaam Region,Ubungo District,Ubungo MC,Makuburi,Kibangu,Dispensary,,Private,01-01-70,767572597,5
109115-6,Marumba,-11.31226,36.86638,Marumba,Ruvuma Region,Tunduru District,Tunduru DC,Marumba,Marumba,Dispensary,,Public,,,1
109205-5,Marumba,-11.2385,38.66068,Marumba,Mtwara Region,Nanyumbu District,Nanyumbu DC,Mkonona,Marumba,Dispensary,,Public,06-12-13,,
104359-5,Marumba,-4.672892,29.985774,Zahanati ya Marumba,Kigoma Region,Kasulu District,Kasulu TC,Muhunga,Marumba,Dispensary,,Public,09-03-67,,2
104363-7,Marumbo,-7.15267,38.82595,marumbo,Pwani Region,Kisarawe District,Kisarawe DC,Marumbo,Marumbo,Dispensary,,Public,01-01-70,,
111695-3,Marunde,-5.78308,38.29166,Marunde,Tanga Region,Handeni District,Handeni DC,Mkata,Mkata Magharibi,Dispensary,,Private,01-01-70,,6
104365-2,Marungu,-5.21078,39.02662,Marungu,Tanga Region,Tanga District,Tanga CC,Marungu,Marunngu,Dispensary,,Public,,,
114002-9,Mary,-8.21208,36.2342,kwa Mgomahenga,Morogoro Region,Kilombero District,Mlimba DC,Mbingu,Mbingu,Dispensary,,Private,06-02-19,784258101,6
104367-8,Mary Immaculata Kibaigwa,-6.079427,36.654786,Mary Immaculate,Dodoma Region,Kongwa District,Kongwa DC,Kibaigwa,Kibaigwa,Dispensary,,Private,01-01-70,,2
101804-3,Mary Immaculata miyuji,-6.11552,35.7503,Miyuji Immaculate,Dodoma Region,Dodoma District,Dodoma MC,Miyuji,Miyuji Proper,Dispensary,,Private,09-06-97,,
104368-6,Mary Land,-3.37948,37.34011,Mary land,Kilimanjaro Region,Moshi District,Moshi MC,Pasua,Majengo mapya,Health Center,,Private,01-01-70,0787-515166,12
110730-9,Mary mother of the church,-2.831308,37.224836,Enduimet,Arusha Region,Longido District,Longido DC,Olmolog,Lerang'wa,Health Center,,Private,01-01-70,,
111037-8,Mary's,-8.78645,35.80531,Merrs,Morogoro Region,Kilombero District,Mlimba DC,Mlimba,Mlimba 'A',Dispensary,,Private,10-11-10,,
108480-5,Marybennet,-3.29844,37.29192,,Kilimanjaro Region,Moshi District,Moshi DC,Kindi,Sambarai,Dispensary,,Public,,,
115062-2,masagala,,,,Shinyanga Region,Kishapu District,Kishapu DC,Songwa,Maganzo,Dispensary,Foundation,Public,02-02-21,,
104379-3,Masagalu,-5.69089,37.3057,Masagalu.,Tanga Region,Kilindi District,Kilindi DC,Masagulu,Masagaru,Dispensary,,Public,,,2
104369-4,Masage,-9.10671,34.509067,Zahanati ya Masage,Njombe Region,Wanging'ombe District,Wanging'ombe DC,Kidugala,Masage,Dispensary,,Public,07-01-10,,6
104370-2,Masaika,-5.27591,38.8491,,Tanga Region,Pangani District,Pangani DC,Bushiri,Masaika,Dispensary,,Public,,,
104371-0,Masaki,-7.08268,38.97578,,Pwani Region,Kisarawe District,Kisarawe DC,Masaki,Masaki,Health Center,,Public,12-06-07,,22
114590-3,Masaki Opticians,,,Eye Studio,Dar es Salaam Region,Kinondoni District,Kinondoni MC,Msasani,Masaki,Optometry Clinic,,Private,01-01-70,788384016,
104372-8,Masakta,-4.29894,35.5566,Masakta,Manyara Region,Hanang District,Hanang DC,Masakta,Masakta,Dispensary,,Public,01-01-70,,
104373-6,Masama,-3.25015,37.19424,Kirani,Kilimanjaro Region,Hai District,Hai DC,Masama Mashariki,Mudio,Health Center,,Public,07-06-77,,18
104374-4,Masama Mbweera,-3.236937,37.186157,,Kilimanjaro Region,Hai District,Hai DC,Masama Mashariki,Mbweera,Health Center,,Public,01-01-70,,14
120322-3,Masamburai Dispensary,,,ZAHANATI YA MASAMBURAI,Arusha Region,Ngorongoro District,Ngorongoro DC,Enduleni,Olpiro,Dispensary,Foundation,Public,30-06-21,,
108627-1,Masana,-6.72499,39.21164,Masana,Dar es Salaam Region,Kinondoni District,Kinondoni MC,Mbezi juu,Mbezi juu,Hospital at District Level,,Private,01-01-70,2.55754E+11,26
104376-9,Masandare,-4.103807,37.720018,masandare dispensary,Kilimanjaro Region,Same District,Same DC,Stesheni,Masandare,Dispensary,,Public,,657173567,2
104377-7,Masanga,-3.86578,34.01204,MASANGA,Shinyanga Region,Kishapu District,Kishapu DC,Masanga,Masanga,Dispensary,,Public,02-06-67,,2
104378-5,Masanga,-1.44744,34.6987,MASANGA,Mara Region,Tarime District,Tarime DC,Gorong'a,Masanga,Health Center,,Private,,787230837,31
104380-1,Masanganya,-7.16598,38.9074,Masanganya,Pwani Region,Kisarawe District,Kisarawe DC,Kibuta,Masanganya,Dispensary,,Public,01-01-70,,4
104381-9,Masange,-4.603333,35.806594,,Dodoma Region,Kondoa District,Kondoa DC,Masange,Masange,Dispensary,,Public,,,1
104384-3,Masangula,-9.143447999999999,33.024865,Masangula,Songwe Region,Mbozi District,Mbozi DC,Nyimbili,Masangula,Dispensary,,Public,07-01-08,,3
104385-0,Masangura,-1.788687,34.548298,Masangura Disp,Mara Region,Serengeti District,Serengeti DC,Nyamoko,Masangura,Dispensary,,Public,01-01-70,,2
112848-7,Masanja,-2.781878,31.777383,,Geita Region,Chato District,Chato DC,Bukome,,Level IA2 (Dispensary Laboratory),,Private,,,
114601-8,Masanja,-6.11511,34.5913,Masanja Dispensary,Singida Region,Manyoni District,Itigi DC,Mitundu,,Dispensary,,Private,08-01-20,752577357,4
104386-8,Masanwa,-3.33331,33.78888,,Simiyu Region,Maswa District,Maswa DC,Busilili,Masanwa,Dispensary,,Public,07-01-65,,
113837-9,Masanyinta,-8.489000000000001,32.3011,Masanyinta,Songwe Region,Momba District,Momba DC,Mpapa,Masanyinta,Dispensary,,Public,09-11-19,,
109801-1,Masasi,-10.45072,34.66847,Masasi,Njombe Region,Ludewa District,Ludewa DC,Masasi,,Dispensary,,Public,,,
113932-8,Masasi,-10.922282,39.04015,Masasi District Hospital,Mtwara Region,Masasi District,Masasi DC,Mbuyuni,Mbuyuni,District Hospital,,Public,01-01-70,,5
104388-4,Masasteba,-6.20885,36.29373,,Dodoma Region,Mpwapwa District,Mpwapwa DC,Mpwapwa Mjini,Mpwapwa Mjini,Dispensary,,Private,11-12-02,,1
101054-5,Masatu,-6.8849,39.17042,Ebenezer,Dar es Salaam Region,Ilala District,Ilala MC,Segerea,,Poly Clinic,,Private,07-01-19,715729555,4
104389-2,Masatu,-5.26548,38.53711,Masatu,Tanga Region,Handeni District,Handeni DC,Segera,Masatu,Dispensary,,Public,01-01-70,272641705,2
104390-0,Masawi,-4.554896,35.741106,,Dodoma Region,Kondoa District,Kondoa DC,Salanka,Masawi,Dispensary,,Public,06-07-99,,1
104391-8,Masebe,-9.335649999999999,33.65573,,Mbeya Region,Rungwe District,Rungwe DC,Ilima,Ngujubwaje B,Dispensary,,Public,,,
111549-2,Masebe II SDA,,,,Mbeya Region,Rungwe District,Rungwe DC,Masebe,Masebe,Dispensary,,Private,,,
104393-4,Masege,,,Masege,Iringa Region,Kilolo District,Kilolo DC,Ng'uruhe,Masege,Dispensary,Foundation,Public,,,
112524-4,Masekelo,-3.67789,33.40693,MASEKELO,Shinyanga Region,Shinyanga District,Shinyanga MC,Masekelo,,Dispensary,Foundation,Public,,,
104394-2,Masela,-3.32792,33.63529,MASELA,Simiyu Region,Maswa District,Maswa DC,Masela,Masela,Dispensary,,Public,01-01-70,,7
115237-0,Masemele,-2.47792,33.0148,,Mwanza Region,Ilemela District,Ilemela MC,Shibula,Masemele,Dispensary,Foundation,Public,07-01-08,,
104395-9,Masenge,-6.338714,36.912668,Masenge,Morogoro Region,Gairo District,Gairo DC,Rubeho,Masenge,Dispensary,,Public,03-09-04,,
105789-2,Masengwa,-3.75943,33.34223,Masengwa,Shinyanga Region,Shinyanga District,Shinyanga DC,Masengwa,Masengwa,Dispensary,,Public,,,5
111358-8,Masereka,,,Masereka,Tanga Region,Lushoto District,Lushoto DC,Sunga,Masereka,Dispensary,,Public,01-01-70,,1
104397-5,Masewa,-2.34717,34.00426,MASEWA,Simiyu Region,Bariadi District,Bariadi DC,Matongo,Masewa,Dispensary,,Public,06-11-91,,3
115365-9,Masewe,-9.239827999999999,33.165011,Masewe,Mbeya Region,Mbeya District,Mbeya DC,Iwiji,Masewe,Dispensary,Foundation,Public,02-10-21,,
113413-9,Maseyu,-7.204212,37.978215,,Morogoro Region,Morogoro District,Morogoro DC,Gwata,Maseyu,Dispensary,,Public,,,
114754-5,Mashangilio,-6.75288,38.93427,Mashangilio Health Centre,Pwani Region,Kibaha District,Kibaha TC,Mkuza,Bungo,Health Center,,Private,01-01-70,,20
104399-1,Mashati Govt,-3.14049,37.60187,Mashati Govt,Kilimanjaro Region,Rombo District,Rombo DC,Katangara Mrere,Katangara,Dispensary,,Public,,,2
113357-8,Mashati Optical Centre,-5.028675,32.807345,,Tabora Region,Tabora District,Tabora MC,Kanyenye,Kanisani,Optometry Clinic,,Private,02-09-16,784597896,
104400-7,Mashati RC,-3.14249,37.60405,Mashati RC,Kilimanjaro Region,Rombo District,Rombo DC,Katangara Mrere,Katangara,Dispensary,,Private,,,6
115052-3,Mashete,,,,Rukwa Region,Nkasi District,Nkasi DC,Mtenga,Mashete,Dispensary,Foundation,Public,02-02-21,,
104401-5,Mashewa,-4.75201,38.64573,MASHEWA,Tanga Region,Korogwe District,Korogwe DC,Mashewa,Mashewa,Dispensary,,Public,,,3
104402-3,Mashewa,-5.15619,38.6691,Mashewa,Tanga Region,Muheza District,Muheza DC,Kisiwani,Mashewa,Dispensary,,Public,,,
120452-8,Mashewa Health Centre,-4.75201,38.64573,Mashewa,Tanga Region,Korogwe District,Korogwe DC,Mashewa,Mashewa,Health Center,Foundation,Public,01-07-20,,
112628-3,Mashiku Statis,-2,33,Mashiku Statis,Mwanza Region,Magu District,Magu DC,Magu Mjini,Bank,Eye Clinic,,Private,,754665344,
104403-1,Mashua,-3.221944,37.126944,,Kilimanjaro Region,Hai District,Hai DC,Masama Magharibi,Mashua,Dispensary,,Public,,,1
104404-9,Mashuda,-6.813611,39.275707,Mashuda,Dar es Salaam Region,Kinondoni District,Kinondoni MC,Mwananyamala,Mwinjuma,Dispensary,,Private,01-01-70,,4
108669-3,Mashule,-1.44342,31.393907,Mashule,Kagera Region,Bukoba District,Bukoba DC,Kyamulaile,Mashule,Dispensary,,Public,01-01-70,282220287,3
104406-4,Masieda,-3.705121,35.465679,Masieda,Manyara Region,Mbulu District,Mbulu DC,Masieda,Masieda,Dispensary,,Private,10-09-97,,1
120479-1,Masigati,0 9369031,"360,710,964",Masigati,Singida Region,Manyoni District,Manyoni DC,Manyoni,Mwanzi,Dispensary,Finishing,Public,31-05-21,,
110240-9,Masigira,-10.55411,35.6922,,Ruvuma Region,Songea District,Songea MC,Tanga,Masigira,Dispensary,,Public,,,
113380-0,Masigo,,,Masigo Dispensary,Katavi Region,Mlele District,Mlele DC,Ilela,Masigo,Dispensary,,Public,01-01-20,,1
112737-2,Masika,-6.823923,37.664184,,Morogoro Region,Morogoro District,Morogoro MC,Kingo,Kingo,Level IA2 (Dispensary Laboratory),,Private,,759154178,
104407-2,Masika,-6.917364,39.142546,Kwa Doctor Macho,Dar es Salaam Region,Ilala District,Ilala MC,Majohe,Kichangani,Dispensary,,Private,07-04-11,652555228,6
104408-0,Masike,-1.31089,34.0437,Masike Dispensary,Mara Region,Rorya District,Rorya DC,Kigunga,Masike,Dispensary,,Public,01-01-70,,2
113843-7,Masimavalafu,-10.21814,34.97052,Masimavalafu,Njombe Region,Ludewa District,Ludewa DC,Luilo,,Dispensary,,Public,10-01-19,,1
110883-6,Masimba,-5.93776,37.53817,Masimba,Morogoro Region,Mvomero District,Mvomero DC,Kibati,Masimba,Dispensary,,Public,01-01-70,,2
104410-6,Masimbani,-6.037561,38.415426,Masimbani Dispensary,Pwani Region,Bagamoyo District,Chalinze DC,Miono,Masimbani,Dispensary,,Public,,,2
104411-4,Masimbwe,-9.728531,34.556561,Masimbwe,Njombe Region,Ludewa District,Ludewa DC,Mlangali,Masimbwe,Dispensary,,Public,,,
111201-0,Masimeli,-10.937632,35.161795,,Ruvuma Region,Mbinga District,Mbinga TC,Kitanda,Masimeli,Health Center,Foundation,Public,,,
104412-2,Masinki,-1.740919,34.364041,Masinki Dispensary,Mara Region,Serengeti District,Serengeti DC,Magange,Masinki,Dispensary,,Public,01-01-70,,2
104413-0,Masinono,-1.9509,33.5894,,Mara Region,Musoma District,Musoma DC,Bugwema,Masinono,Dispensary,,Public,06-10-86,,2
104414-8,Masisiwe,-8.30175,35.90869,Masisiwe,Iringa Region,Kilolo District,Kilolo DC,Masisiwe,Masisiwe,Dispensary,,Public,07-01-65,,7
115309-7,Masisiwe,,,Masisiwe,Njombe Region,Makete District,Makete DC,Ukwama,,Dispensary,,Public,08-01-18,,
104415-5,Masiwani Shamba,-5.114,39.07165,Masiwani,Tanga Region,Tanga District,Tanga CC,Tangasisi,Masiwani shamba,Dispensary,,Public,09-11-03,,2
104416-3,Maskati,-6.06484,37.466202,,Morogoro Region,Mvomero District,Mvomero DC,Maskati,Maskati,Dispensary,,Public,,,
104417-1,Maskati Mission,-6.056788,37.477632,Maskati Mission,Morogoro Region,Mvomero District,Mvomero DC,Maskati,Maskati,Health Center,,Private,01-01-70,,
109931-6,Masoko,-9.055994999999999,33.041757,,Songwe Region,Mbozi District,Mbozi DC,Mlangali,Shaji,Dispensary,Foundation,Public,,,
104418-9,Masoko,-9.331239999999999,33.750682,Masoko,Mbeya Region,Rungwe District,Rungwe DC,Kisiba,Busisya,Dispensary,,Public,,,
